Número del comprobante,Fecha,Descripción,Código de cuenta,Débito,Crédito,Detalle de la línea
CE-202607-0001,2026-07-07,Giro a propietario julio — Calle 75 # 57-31 Apto 802,111005,,2151532,BANCO_CAJA_SOCIAL 67867534509
CE-202607-0002,2026-07-07,Giro a propietario julio — Carrera 39D # 12-92 Apto 1003,28150505,1409600,,Giro a Isabella Toro
CE-202607-0002,2026-07-07,Giro a propietario julio — Carrera 39D # 12-92 Apto 1003,511580,5638,,GMF 4×1000
CE-202607-0002,2026-07-07,Giro a propietario julio — Carrera 39D # 12-92 Apto 1003,111005,,1415238,BANCOLOMBIA 25680114194
CE-202607-0004,2026-07-07,Giro a propietario julio — Calle 51 # 27-72 Casa 1,28150505,3127550,,Giro a Nataly Ramírez
CE-202607-0004,2026-07-07,Giro a propietario julio — Calle 51 # 27-72 Casa 1,511580,12510,,GMF 4×1000
CE-202607-0004,2026-07-07,Giro a propietario julio — Calle 51 # 27-72 Casa 1,111005,,3140060,BANCOLOMBIA 65163145182
CE-202607-0007,2026-07-07,Giro a propietario julio — Carrera 29 # 35-73,28150505,1900080,,Giro a Gloria Inés
CE-202607-0007,2026-07-07,Giro a propietario julio — Carrera 29 # 35-73,511580,7600,,GMF 4×1000
CE-202607-0007,2026-07-07,Giro a propietario julio — Carrera 29 # 35-73,111005,,1907680,BANCOLOMBIA 65198980359
CE-202607-0009,2026-07-07,Giro a propietario julio — Circular 15 # 99-34 Apto 1801,28150505,1145300,,Giro a Fiduciaria del
CE-202607-0009,2026-07-07,Giro a propietario julio — Circular 15 # 99-34 Apto 1801,511580,4581,,GMF 4×1000
CE-202607-0009,2026-07-07,Giro a propietario julio — Circular 15 # 99-34 Apto 1801,111005,,1149881,BANCOLOMBIA 28958747776
CE-202607-0011,2026-07-07,Giro a propietario julio — Diagonal 38 # 84-69 Apto 1004,28150505,1673880,,Giro a Camila Arango
CE-202607-0011,2026-07-07,Giro a propietario julio — Diagonal 38 # 84-69 Apto 1004,511580,6696,,GMF 4×1000
CE-202607-0011,2026-07-07,Giro a propietario julio — Diagonal 38 # 84-69 Apto 1004,111005,,1680576,BANCO_OCCIDENTE 446967661
CE-202607-0012,2026-07-07,Giro a propietario julio — Carrera 84 # 25-96 Apto 701,28150505,2985840,,Giro a Iván Darío
CE-202607-0012,2026-07-07,Giro a propietario julio — Carrera 84 # 25-96 Apto 701,511580,11943,,GMF 4×1000
CE-202607-0012,2026-07-07,Giro a propietario julio — Carrera 84 # 25-96 Apto 701,111005,,2997783,BANCO_BOGOTA 445110702
CE-202607-0013,2026-07-07,Giro a propietario julio — Carrera 143 Sur # 44-68 Local 14,28150505,5021700,,Giro a Mariana Pérez
CE-202607-0013,2026-07-07,Giro a propietario julio — Carrera 143 Sur # 44-68 Local 14,511580,20087,,GMF 4×1000
CE-202607-0013,2026-07-07,Giro a propietario julio — Carrera 143 Sur # 44-68 Local 14,111005,,5041787,BANCOLOMBIA 25607323142
CE-202607-0021,2026-07-07,Giro a propietario julio — Calle 72 # 74-77 Apto 504,28150505,969100,,Giro a Fiduciaria del
CE-202607-0021,2026-07-07,Giro a propietario julio — Calle 72 # 74-77 Apto 504,511580,3876,,GMF 4×1000
CE-202607-0021,2026-07-07,Giro a propietario julio — Calle 72 # 74-77 Apto 504,111005,,972976,BANCOLOMBIA 28958747776
CE-202607-0022,2026-07-07,Giro a propietario julio — Diagonal 43 Bis # 37-8 Of. 202,28150505,3347800,,Giro a Mariana Pérez
CE-202607-0022,2026-07-07,Giro a propietario julio — Diagonal 43 Bis # 37-8 Of. 202,511580,13391,,GMF 4×1000
CE-202607-0022,2026-07-07,Giro a propietario julio — Diagonal 43 Bis # 37-8 Of. 202,111005,,3361191,BANCOLOMBIA 25607323142
CE-202607-0034,2026-07-07,Giro a propietario julio — Diagonal 28 # 24-85 Apto 1402,28150505,3259700,,Giro a Gloria Inés
CE-202607-0034,2026-07-07,Giro a propietario julio — Diagonal 28 # 24-85 Apto 1402,511580,13039,,GMF 4×1000
CE-202607-0034,2026-07-07,Giro a propietario julio — Diagonal 28 # 24-85 Apto 1402,111005,,3272739,BANCO_OCCIDENTE 021462637
CE-202607-0039,2026-07-07,Giro a propietario julio — Calle 17 # 58-43 Apto 401,28150505,3973405,,Giro a Yolanda Cardona
CE-202607-0039,2026-07-07,Giro a propietario julio — Calle 17 # 58-43 Apto 401,511580,15894,,GMF 4×1000
CE-202607-0039,2026-07-07,Giro a propietario julio — Calle 17 # 58-43 Apto 401,111005,,3989299,BANCOLOMBIA 40796943881
CE-202607-0040,2026-07-07,Giro a propietario julio — Carrera 161 # 4-10 Casa 27,28150505,6514560,,Giro a Camilo Arango
CE-202607-0040,2026-07-07,Giro a propietario julio — Carrera 161 # 4-10 Casa 27,511580,26058,,GMF 4×1000
CE-202607-0040,2026-07-07,Giro a propietario julio — Carrera 161 # 4-10 Casa 27,111005,,6540618,NEQUI 3500194047
CE-202607-0051,2026-07-07,Giro a propietario julio — Calle 4 # 45-16,28150505,2714400,,Giro a Felipe Castro
CE-202607-0051,2026-07-07,Giro a propietario julio — Calle 4 # 45-16,511580,10858,,GMF 4×1000
CE-202607-0051,2026-07-07,Giro a propietario julio — Calle 4 # 45-16,111005,,2725258,NEQUI 3118260159
CE-202607-0055,2026-07-07,Giro a propietario julio — Calle 6 Bis # 10-96 Local 18,28150505,8325450,,Giro a Marta Cecilia
CE-202607-0055,2026-07-07,Giro a propietario julio — Calle 6 Bis # 10-96 Local 18,511580,33302,,GMF 4×1000
CE-202607-0055,2026-07-07,Giro a propietario julio — Calle 6 Bis # 10-96 Local 18,111005,,8358752,BANCOLOMBIA 40777195918
CE-202607-0056,2026-07-07,Giro a propietario julio — Calle 28 # 42-20 Apto 1403,28150505,3169795,,Giro a Daniela Quintero
CE-202607-0056,2026-07-07,Giro a propietario julio — Calle 28 # 42-20 Apto 1403,511580,12679,,GMF 4×1000
CE-202607-0056,2026-07-07,Giro a propietario julio — Calle 28 # 42-20 Apto 1403,111005,,3182474,DAVIVIENDA 382333651123
CE-202607-0058,2026-07-07,Giro a propietario julio — Calle 22 # 77-35 Apto 1804,28150505,1517930,,Giro a Gloria Inés
CE-202607-0058,2026-07-07,Giro a propietario julio — Calle 22 # 77-35 Apto 1804,511580,6072,,GMF 4×1000
CE-202607-0058,2026-07-07,Giro a propietario julio — Calle 22 # 77-35 Apto 1804,111005,,1524002,DAVIVIENDA 233260227330
CE-202607-0063,2026-07-07,Giro a propietario junio (atrasado) — Transversal 135 # 75-66 Apto 404,28150505,1583400,,Giro a Hernán Hoyos
CE-202607-0063,2026-07-07,Giro a propietario junio (atrasado) — Transversal 135 # 75-66 Apto 404,511580,6334,,GMF 4×1000
CE-202607-0063,2026-07-07,Giro a propietario junio (atrasado) — Transversal 135 # 75-66 Apto 404,111005,,1589734,BANCOLOMBIA 25633012385
CE-202607-0064,2026-07-07,Giro a propietario julio — Transversal 135 # 75-66 Apto 404,28150505,1583400,,Giro a Hernán Hoyos
CE-202607-0064,2026-07-07,Giro a propietario julio — Transversal 135 # 75-66 Apto 404,511580,6334,,GMF 4×1000
CE-202607-0064,2026-07-07,Giro a propietario julio — Transversal 135 # 75-66 Apto 404,111005,,1589734,BANCOLOMBIA 25633012385
CE-202607-0066,2026-07-07,Giro a propietario junio (atrasado) — Carrera 92 # 78-26 Apto 702,28150505,2812635,,Giro a Nicolás Rojas
CE-202607-0066,2026-07-07,Giro a propietario junio (atrasado) — Carrera 92 # 78-26 Apto 702,511580,11251,,GMF 4×1000
CE-202607-0066,2026-07-07,Giro a propietario junio (atrasado) — Carrera 92 # 78-26 Apto 702,111005,,2823886,BANCOLOMBIA 75549987822
CE-202607-0072,2026-07-07,Giro a propietario julio — Avenida 41 # 29-72 Apto 102,28150505,2114400,,Giro a Nataly Ramírez
CE-202607-0072,2026-07-07,Giro a propietario julio — Avenida 41 # 29-72 Apto 102,511580,8458,,GMF 4×1000
CE-202607-0072,2026-07-07,Giro a propietario julio — Avenida 41 # 29-72 Apto 102,111005,,2122858,BANCOLOMBIA 65163145182
CE-202607-0073,2026-07-07,Giro a propietario julio — Calle 159 # 86-84 Apto 1004,28150505,2026300,,Giro a Héctor Fabio
CE-202607-0073,2026-07-07,Giro a propietario julio — Calle 159 # 86-84 Apto 1004,511580,8105,,GMF 4×1000
CE-202607-0073,2026-07-07,Giro a propietario julio — Calle 159 # 86-84 Apto 1004,111005,,2034405,BBVA 427688673449
CE-202607-0077,2026-07-07,Giro a propietario julio — Calle 14 # 55-49 Local 13,28150505,5594350,,Giro a Felipe Castro
CE-202607-0077,2026-07-07,Giro a propietario julio — Calle 14 # 55-49 Local 13,511580,22377,,GMF 4×1000
CE-202607-0077,2026-07-07,Giro a propietario julio — Calle 14 # 55-49 Local 13,111005,,5616727,NEQUI 3118260159
CE-202607-0079,2026-07-07,Giro a propietario julio — Carrera 81C # 93-26 Apto 202,28150505,1850100,,Giro a Nataly Rojas
CE-202607-0079,2026-07-07,Giro a propietario julio — Carrera 81C # 93-26 Apto 202,511580,7400,,GMF 4×1000
CE-202607-0079,2026-07-07,Giro a propietario julio — Carrera 81C # 93-26 Apto 202,111005,,1857500,BANCO_BOGOTA 041562547
CE-202607-0082,2026-07-07,Giro a propietario julio — Transversal 11 # 41-72 Apto 502,28150505,3125150,,Giro a Constructora Altavista
CE-202607-0082,2026-07-07,Giro a propietario julio — Transversal 11 # 41-72 Apto 502,511580,12501,,GMF 4×1000
CE-202607-0082,2026-07-07,Giro a propietario julio — Transversal 11 # 41-72 Apto 502,111005,,3137651,DAVIVIENDA 533431584942
CE-202607-0083,2026-07-07,Giro a propietario julio — Carrera 61A # 98-95 Local 18,28150505,5609760,,Giro a Felipe Ospina
CE-202607-0083,2026-07-07,Giro a propietario julio — Carrera 61A # 98-95 Local 18,511580,22439,,GMF 4×1000
CE-202607-0083,2026-07-07,Giro a propietario julio — Carrera 61A # 98-95 Local 18,111005,,5632199,DAVIVIENDA 490654387374
CA-202607-0028,2026-07-07,Pago administración julio — Carrera 10 # 27-27 Apto 803,28150510,530000,,Cuota de administración
CA-202607-0028,2026-07-07,Pago administración julio — Carrera 10 # 27-27 Apto 803,111005,,530000,Transferencia a la copropiedad
CE-202607-0010,2026-07-08,Giro a propietario julio — Calle 135 # 58-45 Apto 1103,28150505,3612100,,Giro a Luis Alberto
CE-202607-0010,2026-07-08,Giro a propietario julio — Calle 135 # 58-45 Apto 1103,511580,14448,,GMF 4×1000
CE-202607-0010,2026-07-08,Giro a propietario julio — Calle 135 # 58-45 Apto 1103,111005,,3626548,BANCO_CAJA_SOCIAL 23148712718
CE-202607-0017,2026-07-08,Giro a propietario julio — Carrera 31 # 74-29 Apto 903,28150505,881000,,Giro a Paula Andrea
CE-202607-0017,2026-07-08,Giro a propietario julio — Carrera 31 # 74-29 Apto 903,511580,3524,,GMF 4×1000
CE-202607-0017,2026-07-08,Giro a propietario julio — Carrera 31 # 74-29 Apto 903,111005,,884524,NEQUI 3116928984
CE-202607-0023,2026-07-08,Giro a propietario julio — Carrera 9 # 26-93 Apto 901,28150505,1365550,,Giro a Nataly Rojas
CE-202607-0023,2026-07-08,Giro a propietario julio — Carrera 9 # 26-93 Apto 901,511580,5462,,GMF 4×1000
CE-202607-0023,2026-07-08,Giro a propietario julio — Carrera 9 # 26-93 Apto 901,111005,,1371012,BANCO_BOGOTA 041562547
CE-202607-0080,2026-07-08,Giro a propietario junio (atrasado) — Calle 36D # 24-67 Apto 1001,28150505,678600,,Giro a Iván Darío
CE-202607-0080,2026-07-08,Giro a propietario junio (atrasado) — Calle 36D # 24-67 Apto 1001,511580,2714,,GMF 4×1000
CE-202607-0080,2026-07-08,Giro a propietario junio (atrasado) — Calle 36D # 24-67 Apto 1001,111005,,681314,BANCO_BOGOTA 445110702
CE-202607-0096,2026-07-08,Aseo y vigilancia del edificio julio,513505,890000,,
CE-202607-0096,2026-07-08,Aseo y vigilancia del edificio julio,111005,,890000,
CA-202607-0001,2026-07-08,Pago administración julio — Calle 75 # 57-31 Apto 802,28150510,550000,,Cuota de administración
CA-202607-0001,2026-07-08,Pago administración julio — Calle 75 # 57-31 Apto 802,111005,,550000,Transferencia a la copropiedad
CA-202607-0002,2026-07-08,Pago administración julio — Carrera 39D # 12-92 Apto 1003,28150510,620000,,Cuota de administración
CA-202607-0002,2026-07-08,Pago administración julio — Carrera 39D # 12-92 Apto 1003,111005,,620000,Transferencia a la copropiedad
CA-202607-0006,2026-07-08,Pago administración julio — Circular 15 # 99-34 Apto 1801,28150510,570000,,Cuota de administración
CA-202607-0006,2026-07-08,Pago administración julio — Circular 15 # 99-34 Apto 1801,111005,,570000,Transferencia a la copropiedad
CA-202607-0008,2026-07-08,Pago administración julio — Diagonal 38 # 84-69 Apto 1004,28150510,630000,,Cuota de administración
CA-202607-0008,2026-07-08,Pago administración julio — Diagonal 38 # 84-69 Apto 1004,111005,,630000,Transferencia a la copropiedad
CA-202607-0009,2026-07-08,Pago administración julio — Carrera 84 # 25-96 Apto 701,28150510,410000,,Cuota de administración
CA-202607-0009,2026-07-08,Pago administración julio — Carrera 84 # 25-96 Apto 701,111005,,410000,Transferencia a la copropiedad
CA-202607-0010,2026-07-08,Pago administración julio — Carrera 143 Sur # 44-68 Local 14,28150510,80000,,Cuota de administración
CA-202607-0010,2026-07-08,Pago administración julio — Carrera 143 Sur # 44-68 Local 14,111005,,80000,Transferencia a la copropiedad
CA-202607-0018,2026-07-08,Pago administración julio — Calle 72 # 74-77 Apto 504,28150510,310000,,Cuota de administración
CA-202607-0018,2026-07-08,Pago administración julio — Calle 72 # 74-77 Apto 504,111005,,310000,Transferencia a la copropiedad
CA-202607-0019,2026-07-08,Pago administración julio — Diagonal 43 Bis # 37-8 Of. 202,28150510,630000,,Cuota de administración
CA-202607-0019,2026-07-08,Pago administración julio — Diagonal 43 Bis # 37-8 Of. 202,111005,,630000,Transferencia a la copropiedad
CA-202607-0027,2026-07-08,Pago administración julio — Diagonal 28 # 24-85 Apto 1402,28150510,260000,,Cuota de administración
CA-202607-0027,2026-07-08,Pago administración julio — Diagonal 28 # 24-85 Apto 1402,111005,,260000,Transferencia a la copropiedad
CA-202607-0032,2026-07-08,Pago administración julio — Calle 17 # 58-43 Apto 401,28150510,370000,,Cuota de administración
CA-202607-0032,2026-07-08,Pago administración julio — Calle 17 # 58-43 Apto 401,111005,,370000,Transferencia a la copropiedad
CA-202607-0044,2026-07-08,Pago administración julio — Calle 6 Bis # 10-96 Local 18,28150510,460000,,Cuota de administración
CA-202607-0044,2026-07-08,Pago administración julio — Calle 6 Bis # 10-96 Local 18,111005,,460000,Transferencia a la copropiedad
CA-202607-0045,2026-07-08,Pago administración julio — Calle 28 # 42-20 Apto 1403,28150510,500000,,Cuota de administración
CA-202607-0045,2026-07-08,Pago administración julio — Calle 28 # 42-20 Apto 1403,111005,,500000,Transferencia a la copropiedad
CA-202607-0047,2026-07-08,Pago administración julio — Calle 22 # 77-35 Apto 1804,28150510,550000,,Cuota de administración
CA-202607-0047,2026-07-08,Pago administración julio — Calle 22 # 77-35 Apto 1804,111005,,550000,Transferencia a la copropiedad
CA-202607-0052,2026-07-08,Pago administración junio (atrasado) — Transversal 135 # 75-66 Apto 404,28150510,310000,,Cuota de administración
CA-202607-0052,2026-07-08,Pago administración junio (atrasado) — Transversal 135 # 75-66 Apto 404,111005,,310000,Transferencia a la copropiedad
CA-202607-0053,2026-07-08,Pago administración julio — Transversal 135 # 75-66 Apto 404,28150510,310000,,Cuota de administración
CA-202607-0053,2026-07-08,Pago administración julio — Transversal 135 # 75-66 Apto 404,111005,,310000,Transferencia a la copropiedad
CA-202607-0055,2026-07-08,Pago administración junio (atrasado) — Carrera 92 # 78-26 Apto 702,28150510,460000,,Cuota de administración
CA-202607-0055,2026-07-08,Pago administración junio (atrasado) — Carrera 92 # 78-26 Apto 702,111005,,460000,Transferencia a la copropiedad
CA-202607-0060,2026-07-08,Pago administración julio — Avenida 41 # 29-72 Apto 102,28150510,450000,,Cuota de administración
CA-202607-0060,2026-07-08,Pago administración julio — Avenida 41 # 29-72 Apto 102,111005,,450000,Transferencia a la copropiedad
CA-202607-0061,2026-07-08,Pago administración julio — Calle 159 # 86-84 Apto 1004,28150510,250000,,Cuota de administración
CA-202607-0061,2026-07-08,Pago administración julio — Calle 159 # 86-84 Apto 1004,111005,,250000,Transferencia a la copropiedad
CA-202607-0064,2026-07-08,Pago administración julio — Calle 14 # 55-49 Local 13,28150510,310000,,Cuota de administración
CA-202607-0064,2026-07-08,Pago administración julio — Calle 14 # 55-49 Local 13,111005,,310000,Transferencia a la copropiedad
CA-202607-0066,2026-07-08,Pago administración julio — Carrera 81C # 93-26 Apto 202,28150510,230000,,Cuota de administración
CA-202607-0066,2026-07-08,Pago administración julio — Carrera 81C # 93-26 Apto 202,111005,,230000,Transferencia a la copropiedad
CA-202607-0069,2026-07-08,Pago administración julio — Transversal 11 # 41-72 Apto 502,28150510,330000,,Cuota de administración
CA-202607-0069,2026-07-08,Pago administración julio — Transversal 11 # 41-72 Apto 502,111005,,330000,Transferencia a la copropiedad
CA-202607-0070,2026-07-08,Pago administración julio — Carrera 61A # 98-95 Local 18,28150510,30000,,Cuota de administración
CA-202607-0070,2026-07-08,Pago administración julio — Carrera 61A # 98-95 Local 18,111005,,30000,Transferencia a la copropiedad
RC-202607-0005,2026-07-09,Recaudo canon junio (atrasado) — Carrera 6 # 81-14 Apto 901,111005,4120000,,Pago de Lina María
RC-202607-0005,2026-07-09,Recaudo canon junio (atrasado) — Carrera 6 # 81-14 Apto 901,28150505,,3700000,Canon
RC-202607-0005,2026-07-09,Recaudo canon junio (atrasado) — Carrera 6 # 81-14 Apto 901,28150510,,420000,Cuota de administración
RC-202607-0043,2026-07-09,Recaudo canon julio — Calle 53 # 60-72 Apto 1103,111005,2430000,,Pago de Claudia Patricia
RC-202607-0043,2026-07-09,Recaudo canon julio — Calle 53 # 60-72 Apto 1103,28150505,,1950000,Canon
RC-202607-0043,2026-07-09,Recaudo canon julio — Calle 53 # 60-72 Apto 1103,28150510,,480000,Cuota de administración
CI-202607-0005,2026-07-09,Comisión 8% junio (atrasado) — Carrera 6 # 81-14 Apto 901,28150505,352240,,Descuento de comisión e IVA
CI-202607-0005,2026-07-09,Comisión 8% junio (atrasado) — Carrera 6 # 81-14 Apto 901,415510,,296000,Comisión de administración
CI-202607-0005,2026-07-09,Comisión 8% junio (atrasado) — Carrera 6 # 81-14 Apto 901,240805,,56240,IVA 19 % sobre la comisión
CI-202607-0043,2026-07-09,Comisión 8% julio — Calle 53 # 60-72 Apto 1103,28150505,185640,,Descuento de comisión e IVA
CI-202607-0043,2026-07-09,Comisión 8% julio — Calle 53 # 60-72 Apto 1103,415510,,156000,Comisión de administración
CI-202607-0043,2026-07-09,Comisión 8% julio — Calle 53 # 60-72 Apto 1103,240805,,29640,IVA 19 % sobre la comisión
CE-202607-0006,2026-07-09,Giro a propietario julio — Carrera 6 # 81-14 Apto 901,28150505,3347760,,Giro a Fabián Agudelo
CE-202607-0006,2026-07-09,Giro a propietario julio — Carrera 6 # 81-14 Apto 901,511580,13391,,GMF 4×1000
CE-202607-0006,2026-07-09,Giro a propietario julio — Carrera 6 # 81-14 Apto 901,111005,,3361151,BANCO_CAJA_SOCIAL 19842360000
CE-202607-0044,2026-07-09,Giro a propietario julio — Calle 48 # 53-65 Apto 1104,28150505,3302520,,Giro a Álvaro Muñoz
CE-202607-0044,2026-07-09,Giro a propietario julio — Calle 48 # 53-65 Apto 1104,511580,13210,,GMF 4×1000
CE-202607-0044,2026-07-09,Giro a propietario julio — Calle 48 # 53-65 Apto 1104,111005,,3315730,NEQUI 3187121835
CE-202607-0046,2026-07-09,Giro a propietario julio — Carrera 56 # 50-62 Apto 906,28150505,792900,,Giro a Inmobiliaria Santa
CE-202607-0046,2026-07-09,Giro a propietario julio — Carrera 56 # 50-62 Apto 906,511580,3172,,GMF 4×1000
CE-202607-0046,2026-07-09,Giro a propietario julio — Carrera 56 # 50-62 Apto 906,111005,,796072,BANCO_BOGOTA 263767795
CE-202607-0047,2026-07-09,Giro a propietario julio — Carrera 75 # 86-74 Of. 1104,28150505,4625250,,Giro a Iván Darío
CE-202607-0047,2026-07-09,Giro a propietario julio — Carrera 75 # 86-74 Of. 1104,511580,18501,,GMF 4×1000
CE-202607-0047,2026-07-09,Giro a propietario julio — Carrera 75 # 86-74 Of. 1104,111005,,4643751,ITAU 546764206488
CE-202607-0053,2026-07-09,Giro a propietario julio — Carrera 67 # 27-60 Bodega 5,28150505,3215650,,Giro a Patrimonio Familiar
CE-202607-0053,2026-07-09,Giro a propietario julio — Carrera 67 # 27-60 Bodega 5,511580,12863,,GMF 4×1000
CE-202607-0053,2026-07-09,Giro a propietario julio — Carrera 67 # 27-60 Bodega 5,111005,,3228513,NEQUI 6022082115
CE-202607-0054,2026-07-09,Giro a propietario julio — Carrera 28 # 5-19 Apto 1003,28150505,1311960,,Giro a Felipe Castro
CE-202607-0054,2026-07-09,Giro a propietario julio — Carrera 28 # 5-19 Apto 1003,511580,5248,,GMF 4×1000
CE-202607-0054,2026-07-09,Giro a propietario julio — Carrera 28 # 5-19 Apto 1003,111005,,1317208,NEQUI 3118260159
CE-202607-0061,2026-07-09,Giro a propietario julio — Diagonal 64B # 16-66 Apto 604,28150505,3166800,,Giro a Juan Camilo
CE-202607-0061,2026-07-09,Giro a propietario julio — Diagonal 64B # 16-66 Apto 604,511580,12667,,GMF 4×1000
CE-202607-0061,2026-07-09,Giro a propietario julio — Diagonal 64B # 16-66 Apto 604,111005,,3179467,BANCO_OCCIDENTE 900355674
CE-202607-0076,2026-07-09,Giro a propietario junio (atrasado) — Calle 14 # 55-49 Local 13,28150505,5594350,,Giro a Felipe Castro
CE-202607-0076,2026-07-09,Giro a propietario junio (atrasado) — Calle 14 # 55-49 Local 13,511580,22377,,GMF 4×1000
CE-202607-0076,2026-07-09,Giro a propietario junio (atrasado) — Calle 14 # 55-49 Local 13,111005,,5616727,NEQUI 3118260159
CE-202607-0084,2026-07-09,Giro a propietario julio — Carrera 52 # 95-89 Apto 104,28150505,2081040,,Giro a Luis Alberto
CE-202607-0084,2026-07-09,Giro a propietario julio — Carrera 52 # 95-89 Apto 104,511580,8324,,GMF 4×1000
CE-202607-0084,2026-07-09,Giro a propietario julio — Carrera 52 # 95-89 Apto 104,111005,,2089364,BANCO_CAJA_SOCIAL 23148712718
CA-202607-0007,2026-07-09,Pago administración julio — Calle 135 # 58-45 Apto 1103,28150510,530000,,Cuota de administración
CA-202607-0007,2026-07-09,Pago administración julio — Calle 135 # 58-45 Apto 1103,111005,,530000,Transferencia a la copropiedad
CA-202607-0014,2026-07-09,Pago administración julio — Carrera 31 # 74-29 Apto 903,28150510,260000,,Cuota de administración
CA-202607-0014,2026-07-09,Pago administración julio — Carrera 31 # 74-29 Apto 903,111005,,260000,Transferencia a la copropiedad
CA-202607-0020,2026-07-09,Pago administración julio — Carrera 9 # 26-93 Apto 901,28150510,210000,,Cuota de administración
CA-202607-0020,2026-07-09,Pago administración julio — Carrera 9 # 26-93 Apto 901,111005,,210000,Transferencia a la copropiedad
CA-202607-0067,2026-07-09,Pago administración junio (atrasado) — Calle 36D # 24-67 Apto 1001,28150510,240000,,Cuota de administración
CA-202607-0067,2026-07-09,Pago administración junio (atrasado) — Calle 36D # 24-67 Apto 1001,111005,,240000,Transferencia a la copropiedad
RC-202607-0014,2026-07-10,Recaudo canon julio — Avenida 10 # 59-90 Local 7,111005,9290000,,Pago de Juliana Arango
RC-202607-0014,2026-07-10,Recaudo canon julio — Avenida 10 # 59-90 Local 7,28150505,,8950000,Canon
RC-202607-0014,2026-07-10,Recaudo canon julio — Avenida 10 # 59-90 Local 7,28150510,,340000,Cuota de administración
RC-202607-0016,2026-07-10,Recaudo canon julio — Calle 59 # 91-2 Apto 1404,111005,1760000,,Pago de Ana María
RC-202607-0016,2026-07-10,Recaudo canon julio — Calle 59 # 91-2 Apto 1404,28150505,,1500000,Canon
RC-202607-0016,2026-07-10,Recaudo canon julio — Calle 59 # 91-2 Apto 1404,28150510,,260000,Cuota de administración
RC-202607-0025,2026-07-10,Recaudo canon julio — Circular 169 # 86-61 Apto 201,111005,2120000,,Pago de Marcela Castro
RC-202607-0025,2026-07-10,Recaudo canon julio — Circular 169 # 86-61 Apto 201,28150505,,1600000,Canon
RC-202607-0025,2026-07-10,Recaudo canon julio — Circular 169 # 86-61 Apto 201,28150510,,520000,Cuota de administración
RC-202607-0027,2026-07-10,Recaudo canon julio — Calle 155 # 72-12 Casa 3,111005,3650000,,Pago de Nicolás Valencia
RC-202607-0027,2026-07-10,Recaudo canon julio — Calle 155 # 72-12 Casa 3,28150505,,3650000,Canon
RC-202607-0033,2026-07-10,Recaudo canon julio — Diagonal 6 # 64-85 Of. 1205,111005,2600000,,Pago de Nicolás Henao
RC-202607-0033,2026-07-10,Recaudo canon julio — Diagonal 6 # 64-85 Of. 1205,28150505,,2100000,Canon
RC-202607-0033,2026-07-10,Recaudo canon julio — Diagonal 6 # 64-85 Of. 1205,28150510,,500000,Cuota de administración
RC-202607-0037,2026-07-10,Recaudo canon julio — Calle 166 Sur # 77-28 Apto 202,111005,5430000,,Pago de Felipe Hoyos
RC-202607-0037,2026-07-10,Recaudo canon julio — Calle 166 Sur # 77-28 Apto 202,28150505,,5250000,Canon
RC-202607-0037,2026-07-10,Recaudo canon julio — Calle 166 Sur # 77-28 Apto 202,28150510,,180000,Cuota de administración
RC-202607-0059,2026-07-10,Recaudo canon julio — Carrera 21 # 3-38 Local 18,111005,6760000,,Pago de Camila García
RC-202607-0059,2026-07-10,Recaudo canon julio — Carrera 21 # 3-38 Local 18,28150505,,6750000,Canon
RC-202607-0059,2026-07-10,Recaudo canon julio — Carrera 21 # 3-38 Local 18,28150510,,10000,Cuota de administración
RC-202607-0074,2026-07-10,Recaudo canon julio — Calle 51 # 75-6,111005,4700000,,Pago de Wilmer García
RC-202607-0074,2026-07-10,Recaudo canon julio — Calle 51 # 75-6,28150505,,4700000,Canon
RC-202607-0075,2026-07-10,Recaudo canon julio — Transversal 45 # 41-2 Apto 1503,111005,2870000,,Pago de Beatriz Elena
RC-202607-0075,2026-07-10,Recaudo canon julio — Transversal 45 # 41-2 Apto 1503,28150505,,2600000,Canon
RC-202607-0075,2026-07-10,Recaudo canon julio — Transversal 45 # 41-2 Apto 1503,28150510,,270000,Cuota de administración
CI-202607-0014,2026-07-10,Comisión 10% julio — Avenida 10 # 59-90 Local 7,28150505,1065050,,Descuento de comisión e IVA
CI-202607-0014,2026-07-10,Comisión 10% julio — Avenida 10 # 59-90 Local 7,415510,,895000,Comisión de administración
CI-202607-0014,2026-07-10,Comisión 10% julio — Avenida 10 # 59-90 Local 7,240805,,170050,IVA 19 % sobre la comisión
CI-202607-0016,2026-07-10,Comisión 10% julio — Calle 59 # 91-2 Apto 1404,28150505,178500,,Descuento de comisión e IVA
CI-202607-0016,2026-07-10,Comisión 10% julio — Calle 59 # 91-2 Apto 1404,415510,,150000,Comisión de administración
CI-202607-0016,2026-07-10,Comisión 10% julio — Calle 59 # 91-2 Apto 1404,240805,,28500,IVA 19 % sobre la comisión
CI-202607-0025,2026-07-10,Comisión 9% julio — Circular 169 # 86-61 Apto 201,28150505,171360,,Descuento de comisión e IVA
CI-202607-0025,2026-07-10,Comisión 9% julio — Circular 169 # 86-61 Apto 201,415510,,144000,Comisión de administración
CI-202607-0025,2026-07-10,Comisión 9% julio — Circular 169 # 86-61 Apto 201,240805,,27360,IVA 19 % sobre la comisión
CI-202607-0027,2026-07-10,Comisión 9% julio — Calle 155 # 72-12 Casa 3,28150505,390915,,Descuento de comisión e IVA
